"dest","origin","n_jointpath"
"JAC","EWR",6
"TWF","PSC",6
"SMF","MFR",6
"DCA","TYS",6
"COS","ELP",6
"JFK","ACY",6
"ALB","HPN",6
"CVG","CKB",6
"TWF","DEN",6
"PIH","BZN",6
"IDA","FCA",6
"GJT","MSO",6
"LFT","IAD",6
"GJT","TUS",6
"PIT","LWB",6
"TYS","PHL",6
"COS","FSD",6
"FAT","MEM",6
"GJT","FAR",6
"FAT","MRY",6
"CKB","CVG",6
"IDA","MSO",6
"PIH","IDA",5
"GJT","BIS",5
"COS","SGF",5
"DCA","RIC",5
"JFK","HPN",5
"TWF","RNO",5
"MSN","FSD",5
"GJT","ELP",5
"BHM","XNA",5
"MRY","FAT",5
"CDC","LAX",5
"BHM","JFK",5
"JFK","CAE",5
"ONT","IYK",5
"ROA","HTS",5
"IAD","OKC",5
"IDA","RAP",5
"SLC","SDF",5
"OKC","COS",5
"COS","RAP",5
"COS","LNK",5
"BPT","MLU",5
"PIR","MSP",5
"MCI","RSW",5
"SBA","FAT",5
"COS","BUR",5
"SMF","FAT",5
"TWF","RAP",5
"TWF","FCA",5
"RSW","MCI",5
"CHS","RIC",5
"TWF","SMF",5
"LGA","MDT",5
"SBA","MRY",5
"GJT","BZN",5
"LGB","PSP",5
"SBN","EWR",5
"AUS","BHM",5
"MSP","PIR",5
"GJT","SBA",5
"SDF","SLC",5
"TWF","EUG",5
"PIH","BOI",5
"DEN","MOT",5
"PIH","FCA",4
"ROA","LYH",4
"PIH","HLN",4
"BDL","SWF",4
"COS","SBA",4
"PIH","SJC",4
"TWF","TUS",4
"IDA","BZN",4
"COS","BOI",4
"COS","XNA",4
"AEX","MEI",4
"FLL","ONT",4
"AUS","GSO",4
"JAX","PIR",4
"DAY","BNA",4
"ORD","GJT",4
"TWF","ONT",4
"AUS","TYS",4
"FAT","OAK",4
"SAT","LIT",4
"FAT","SMF",4
"CDC","PHX",4
"IDA","RDM",4
"TWF","GEG",4
"AUS","TLH",4
"GJT","MTJ",4
"GJT","XNA",4
"BUF","GRR",4
"JFK","BHM",4
"PUB","LAX",4
"RSW","JAX",4
"BIS","ORD",4
"GRB","RDU",4
"COS","PSC",4
"GJT","RAP",4
"COS","MSN",4
"CHS","MYR",4
"MFE","CRP",4
"BET","ADQ",4
"FWA","CLE",4
"PIH","EKO",4
"SMF","CIC",4
"AUS","COS",4
"AGS","JFK",4
"EWR","SBN",4
"FAT","SJC",4
"ISP","LGA",4
"SJC","MRY",4
"CLL","ACT",4
"BNA","DAY",4
"SMF","RDD",4
"LNK","SLC",4
"COS","MSO",4
"AUS","CHS",4
"PSP","SGU",4
"PIR","JAX",4
"CID","BOI",4
"TWF","BZN",4
"PIH","BIL",4
"MFR","ACV",4
"SWF","EWR",4
"PIH","DEN",4
"KOA","ORD",4
"CMH","SDF",4
"GJT","ONT",3
"PSP","YUM",3
"COS","RFD",3
"PVD","SWF",3
"GJT","OKC",3
"HPN","BDL",3
"OKC","XNA",3
"COS","BNA",3
"AUS","VPS",3
"IDA","COD",3
"PIH","RNO",3
"SJC","RDM",3
"COD","BIL",3
"GJT","BUR",3
"HDN","GJT",3
"MCI","SGF",3
"RAP","FAR",3
"COS","MLI",3
"TWF","SGU",3
"COS","FAR",3
"PIH","MCI",3
"GRR","RDU",3
"GJT","MFR",3
"BUR","LAX",3
"MDW","ORD",3
"TWF","COD",3
"MSO","HLN",3
"GSP","BUF",3
"CID","FAR",3
"SHV","MCI",3
"TYR","TXK",3
"SGU","LAS",3
"PIA","LNK",3
"OGG","LNY",3
"SPI","CRW",3
"PIE","MCO",3
"LGB","LAX",3
"ABQ","FMN",3
"COS","BZN",3
"RDM","EUG",3
"MRY","SBP",3
"PIH","SUN",3
"IDA","BIL",3
"MSY","MOB",3
"SMF","EUG",3
"AGS","CAE",3
"GJT","GTF",3
"GJT","CPR",3
"CMH","AUS",3
"AUS","CMH",3
"TOL","GRR",3
"COS","PSP",3
"GJT","MEM",3
"IDA","LWS",3
"SJC","MFR",3
"MTJ","GJT",3
"CMH","FWA",3
"SMX","SJC",3
"CLL","ABI",3
"BOI","EUG",3
"FAT","RDD",3
"TWF","BIL",3
"JAX","MYR",3
"CLE","PDX",3
"HSV","CHA",3
"BTM","DEN",3
"LGA","ISP",3
"LEX","JFK",3
"SBN","ROA",3
"HSV","SHV",3
"MRY","RDM",3
"PIH","PDX",3
"LAX","GJT",3
"BIS","RAP",3
"TWF","GTF",3
"GJT","OMA",3
"ANC","YAK",3
"PSP","IYK",3
"ELP","OKC",3
"RAP","BIS",3
"PIA","TUL",3
"SJC","RDD",3
"PHL","LFT",3
"GJT","FCA",3
"CAE","MYR",3
"AUS","HSV",3
"ISP","EWR",3
"CPR","MSO",3
"YAK","ANC",3
"MCI","TYS",3
"PIA","COS",3
"ONT","SGU",3
"GJT","BOI",3
"TWF","MSO",3
"GJT","LGB",3
"COS","OMA",3
"LBB","OAK",3
"COS","SAT",3
"COS","BHM",3
"GJT","SFO",3
"ONT","IAD",3
"PIH","DSM",2
"PIH","OMA",2
"SHV","SDF",2
"BFF","DEN",2
"DCA","CHO",2
"TLH","PFN",2
"ONT","MOD",2
"MLI","IAH",2
"MKK","HNL",2
"BHM","MKE",2
"FAT","IYK",2
"GRB","DEN",2
"GJT","RNO",2
"PIA","IAH",2
"SBN","ALB",2
"AUS","MLU",2
"IDA","SFO",2
"SWF","ROC",2
"CLL","SJT",2
"HPN","SYR",2
"PIH","FAT",2
"IDA","RNO",2
"LAX","CDC",2
"RFD","COS",2
"MCO","PIE",2
"CRP","EWR",2
"BFL","PSP",2
"CDC","SNA",2
"SMF","RDM",2
"COS","CLE",2
"BRO","CRP",2
"CSG","BTR",2
"SBN","SGF",2
"RFD","SGF",2
"JFK","MDT",2
"COS","BIL",2
"MAF","LAX",2
"KOA","LAS",2
"ALB","ABE",2
"GUC","BNA",2
"BWI","CAK",2
"GRR","SLC",2
"SAT","MIA",2
"SHV","CHS",2
"JAN","AEX",2
"ISP","SWF",2
"MFR","RDD",2
"SAT","JFK",2
"PVD","HPN",2
"TWF","BOI",2
"SJC","BFL",2
"MRY","CIC",2
"MDW","MKE",2
"MRY","MFR",2
"IDA","GTF",2
"SUN","TWF",2
"CDC","TUS",2
"SBN","FAR",2
"DFW","DAL",2
"FAT","BUR",2
"JFK","SWF",2
"RFD","MSN",2
"SBA","SMX",2
"PVD","SYR",2
"SPI","ICT",2
"PLN","DCA",2
"RFD","FSD",2
"BPT","TXK",2
"IDA","PSC",2
"FWA","SDF",2
"VLD","MCN",2
"FAT","SBP",2
"FWA","TYS",2
"TWF","MFR",2
"LAX","BUR",2
"TXK","OKC",2
"CDC","BUR",2
"LBB","SLC",2
"LAX","MAF",2
"TWF","CPR",2
"PIH","SFO",2
"ALB","ORF",2
"HSV","JAN",2
"ROA","MKE",2
"PVD","ROC",2
"GJT","LNK",2
"TWF","PSP",2
"GJT","AUS",2
"MSN","OMA",2
"RFD","ORD",2
"CYS","SLC",2
"MSN","CMH",2
"MCN","MKE",2
"RFD","XNA",2
"SFO","SMX",2
"OGD","SGU",2
"RDD","MFR",2
"COS","CID",2
"ATW","MSN",2
"SEA","MFR",2
"GRB","EWR",2
"TPA","PIE",2
"ONT","BOS",2
"PIE","FLL",2
"SLC","AMA",2
"MRY","RDD",2
"MCO","SAV",2
"PIH","RAP",2
"PIH","JAC",2
"JAC","RNO",2
"CYS","MSN",2
"GRR","BWI",2
"LFT","JAN",2
"GGG","BOS",2
"MRY","EUG",2
"TWF","SEA",2
"BGM","ORD",2
"OAK","STL",2
"MCN","ISP",2
"ILM","MYR",2
"IDA","SMF",2
"OMA","GUC",2
"PFN","VPS",2
"MKE","COS",2
"AVL","GSP",2
"TWF","SLE",2
"OMA","BOS",2
"PIH","ELP",2
"MEM","GLH",2
"PIH","ABQ",2
"TWF","OMA",2
"PIH","BTM",2
"LIT","IND",2
"MYR","ILM",2
"JAX","CAE",2
"LIT","RDU",2
"ATW","PHL",2
"MSY","LIT",2
"BOS","SWF",2
"GLH","MEM",2
"FWA","IND",2
"CPR","PSC",2
"GJT","BIL",2
"PIH","COD",2
"BFL","SJC",2
"SWF","JFK",2
"SWF","BUF",2
"STL","EVV",2
"DEN","CYS",2
"DSM","AUS",2
"BOI","LWS",2
"PIH","OAK",2
"JAN","HSV",2
"MCN","EYW",2
"AEX","BTR",2
"CVG","AGS",2
"COS","DRO",2
"CHO","CRW",2
"GJT","SNA",2
"DRO","SFO",2
"GRR","BDL",2
"MSN","FAR",2
"ACV","PDX",2
"AMA","SAT",2
"BNA","GUC",2
"ONT","OXR",2
"GJT","DSM",2
"TUS","MKE",2
"FWA","ABE",2
"COS","AUS",2
"ABE","MKE",2
"PIA","AUS",2
"DCA","PLN",2
"PSP","LGB",2
"GJT","MLI",2
"PIH","GTF",2
"PIH","PSC",2
"MRY","SAT",2
"TWF","LGB",2
"CPR","COD",2
"TWF","SAN",2
"IDA","CPR",2
"COS","TUS",2
"LAR","DEN",2
"EKO","TWF",2
"STL","ROA",2
"SBA","SGU",2
"LAN","AVP",2
"PIH","PHX",2
"FWA","DEN",2
"BDL","AVP",2
"PIA","ROA",2
"TWF","PHX",2
"ILE","VCT",2
"SDF","SFO",2
"LNY","MKK",2
"TWF","PDX",2
"CIC","ACV",2
"ACV","MFR",2
"COS","EUG",2
"FLO","MYR",2
"BUF","MIA",2
"MYR","CAE",2
"SBN","IND",2
"PIA","XNA",2
"ROA","GSO",2
"ONT","CLD",2
"PIA","ICT",2
"BTR","AEX",2
"PIH","WYS",2
"TWF","JAC",2
"IDA","PHX",2
"TWF","PIH",2
"ICT","BNA",2
"LNK","CID",2
"GJT","GEG",2
"IDA","GEG",2
"FMN","SLC",2
"TWF","HLN",2
"RDD","PDX",2
"PIH","MSO",2
"JAX","STX",2
"DCA","MDT",2
"FSD","BNA",2
"SWF","HPN",2
"MEI","GTR",2
"MLU","AEX",1
"CLL","VCT",1
"PIH","BFL",1
"GJT","STL",1
"IAD","PSE",1
"AUS","PFN",1
"CMH","OAK",1
"JAN","SDF",1
"PHX","MFE",1
"GJT","HLN",1
"LEX","CKB",1
"SDF","FSD",1
"COS","BWI",1
"RNO","COS",1
"ICT","XNA",1
"MCN","GNV",1
"MOD","MFR",1
"RAP","BFF",1
"SBP","BFL",1
"TUL","RDU",1
"TUS","TUL",1
"SBN","PHX",1
"MGM","CHS",1
"SAT","VPS",1
"TWF","COS",1
"ABI","ONT",1
"PIA","MEM",1
"PIA","MSP",1
"CRW","LNK",1
"CLE","SNA",1
"CYS","XNA",1
"BOI","SLE",1
"AMA","ICT",1
"PIH","RDM",1
"TWF","BLI",1
"AGS","HTS",1
"AGS","ISP",1
"BDL","SRQ",1
"MSN","RDU",1
"FAR","MKE",1
"PSP","OXR",1
"LEX","TRI",1
"OGD","RNO",1
"RDD","CEC",1
"SYR","DAY",1
"PBI","GSP",1
"MSO","BTM",1
"MCN","CHS",1
"PIH","OKC",1
"FMN","DEN",1
"FLL","FLL",1
"AUS","AEX",1
"PSP","BUR",1
"LGB","BFL",1
"HOU","BTR",1
"PIH","LAX",1
"SMF","CVG",1
"MSN","ASE",1
"FAR","XNA",1
"LAX","LAX",1
"CPR","GTF",1
"LGB","TUS",1
"CMH","GSO",1
"MLB","SAV",1
"FAY","RDU",1
"FLL","GRR",1
"GJT","LIT",1
"GRB","CMH",1
"MBS","DEN",1
"ICT","CMH",1
"TUL","SHV",1
"MCN","FAY",1
"ILE","AEX",1
"AUS","CAE",1
"ABQ","MEM",1
"SHV","GSO",1
"SMF","BOI",1
"OGD","IDA",1
"PMD","LAX",1
"LEX","SBN",1
"MSN","COS",1
"COS","MKE",1
"ORF","DSM",1
"CID","LNK",1
"ORF","OMA",1
"ROA","TYS",1
"PIT","OAK",1
"PSP","MRY",1
"BUF","GSO",1
"SBA","GJT",1
"MLI","ORF",1
"FAT","EUG",1
"DSM","MSN",1
"CMH","BTV",1
"AGS","CVG",1
"ORD","BIS",1
"SAT","XNA",1
"SUX","SLC",1
"BHM","MSP",1
"ALB","AVP",1
"MFR","PSC",1
"PUB","BHM",1
"IDA","COS",1
"CLL","TYR",1
"SDF","GRB",1
"BDL","MDT",1
"TRI","AVL",1
"SHV","TLH",1
"PVU","CDC",1
"CMH","SRQ",1
"PIT","CKB",1
"MSP","PIA",1
"GSP","MKE",1
"ILE","ACT",1
"AGS","DFW",1
"FWA","BTV",1
"OGD","PSC",1
"RDM","GEG",1
"MSY","AEX",1
"JFK","AGS",1
"SGF","CHS",1
"MKE","BHM",1
"SJC","FAT",1
"SWF","BOS",1
"JFK","MDW",1
"FMN","DFW",1
"EUG","PSC",1
"BFL","IYK",1
"MCN","MDT",1
"OKC","BNA",1
"MCN","LEX",1
"SLC","PVU",1
"MKE","SGF",1
"FAT","CIC",1
"MCO","GNV",1
"SHV","PHL",1
"IAH","PFN",1
"CID","FSD",1
"TVC","BOI",1
"PUB","MSN",1
"CLE","FWA",1
"MKE","MLI",1
"TLH","IAD",1
"AVL","TRI",1
"ORD","ORD",1
"CPR","BIL",1
"FSD","SGF",1
"RSW","MSY",1
"SDF","CHA",1
"CRW","MSP",1
"DSM","GRB",1
"DAB","CAE",1
"RDU","HSV",1
"MGM","LFT",1
"ABY","MCN",1
"VPS","MCN",1
"CHS","MCN",1
"CSG","JAN",1
"LEX","GRB",1
"MSN","TUL",1
"PIA","MCI",1
"ABE","LNK",1
"CLT","FSD",1
"CRW","TYS",1
"AGS","FLO",1
"MCN","VLD",1
"CSG","MEI",1
"SRQ","EYW",1
"BPT","ILE",1
"MSN","IAH",1
"PWM","LGB",1
"RAP","MSO",1
"TUS","BUR",1
"SAN","SMX",1
"SPS","SLC",1
"PWM","AUS",1
"FLL","MDT",1
"MRY","MOD",1
"MCN","ABY",1
"GRB","FSD",1
"PIE","TPA",1
"PIH","AUS",1
"JAN","CLE",1
"SHV","HSV",1
"TWF","BUR",1
"MKE","AZO",1
"CMH","MSY",1
"GJT","FAT",1
"IND","COS",1
"SBN","ORF",1
"MCI","FAR",1
"TYS","JAX",1
"ROC","GRR",1
"SGF","MCI",1
"SMX","MRY",1
"FAT","PDX",1
"SBN","ABE",1
"GJT","YUM",1
"STL","HSV",1
"DFW","SBN",1
"GJT","SGF",1
"PVU","SNA",1
"SGU","PSP",1
"GSO","LIT",1
"CPR","MTJ",1
"CDC","FAT",1
"MCN","LFT",1
"CMH","LIT",1
"JFK","PHF",1
"MSN","TVC",1
"JAN","CHA",1
"CYS","LNK",1
"AEX","JAX",1
"EAU","SLC",1
"PUB","SBA",1
"SBA","RNO",1
"RFD","SAV",1
"BHM","COS",1
"SIT","ANC",1
"RSW","CHA",1
"JAX","GSP",1
"CID","ICT",1
"DEN","BFI",1
"SHV","MGM",1
"CHS","AGS",1
"GJT","CLE",1
"OGD","MFR",1
"VCT","ABI",1
"MTJ","MLI",1
"PVU","SLC",1
"ONT","SBP",1
"PIH","MRY",1
"HOU","CAE",1
"EYW","GNV",1
"SBN","AUS",1
"FAT","MOD",1
"JFK","TTN",1
"BUF","MKE",1
"OMA","CMH",1
"DEN","BTR",1
"CLE","COS",1
"BZN","HLN",1
"SJT","ACT",1
"MDT","MHT",1
"BOI","ORF",1
"MHT","BDL",1
"MSO","PDX",1
"BNA","CRW",1
"ROC","DEN",1
"ALB","CMH",1
"SNA","TUL",1
"FWA","ROA",1
"PIH","TUS",1
"PUB","SLC",1
"TYS","LEX",1
"STX","MCO",1
"PUB","ORD",1
"SDF","MLU",1
"PIT","AVL",1
"PUB","MFR",1
"CDC","SAN",1
"CPR","EUG",1
"FAT","COS",1
"CPR","LAX",1
"HRL","MFE",1
"ORF","LFT",1
"FLL","ORF",1
"RDU","PHF",1
"MRY","BUR",1
"FWA","CHS",1
"SRQ","SAV",1
"SAV","MYR",1
"SBP","SAN",1
"LFT","AEX",1
"FAT","MFR",1
"GRR","ALB",1
"COS","BIS",1
"MCN","AUS",1
"PIH","FSD",1
"PIA","FSD",1
"RDU","MLI",1
"PIH","GJT",1
"IDA","ABQ",1
"LEX","RDU",1
"CHS","ATW",1
"SHV","HRL",1
"CRP","CAE",1
"CBM","ATL",1
"CID","MEM",1
"LEX","XNA",1
"LEX","AVL",1
"MCI","RNO",1
"STL","LSE",1
"CDC","BFL",1
"LGA","SWF",1
"MLI","MSN",1
"LIT","JAN",1
"COS","BTV",1
"SPI","SDF",1
"PIH","SNA",1
"SHV","SLC",1
"PVU","GEG",1
"ALB","MKE",1
"BTR","HOU",1
"SFO","YKM",1
"DAB","GNV",1
"CHA","OMA",1
"SBN","COS",1
"OGD","BOI",1
"PDX","TPA",1
"GSO","SAT",1
"JFK","JFK",1
"PUB","DEN",1
"MOD","SBA",1
"CHA","MEI",1
"CHA","AGS",1
"VLD","ABY",1
"RFD","DSM",1
"PSP","SBP",1
"SBN","TOL",1
"EUG","SEA",1
"MTJ","FSD",1
"TUS","COS",1
"LAX","ABI",1
"LAN","COS",1
"AEX","CAE",1
"PVU","ONT",1
"PIH","GEG",1
"GEG","LGB",1
"TWF","MSY",1
"AUS","SHV",1
"MLI","SGF",1
"MLI","LEX",1
"IDA","HLN",1
"IDA","LAX",1
"SHV","JAX",1
"ATW","BOI",1
"AVP","MKE",1
"SBA","SBP",1
"CVG","SMF",1
"ALB","DEN",1
"ABQ","SNA",1
"GSO","TYS",1
"RAP","SGF",1
"MOD","FAT",1
"AZO","TOL",1
"GRB","COS",1
"STL","FAR",1
"GJT","CID",1
"LEX","BHM",1
"FMN","COS",1
"ATW","OMA",1
"RST","MKE",1
"PSC","LAS",1
"BQK","MCN",1
"TUS","LGB",1
"IAD","FSD",1
"FWA","MCN",1
"OGD","FAT",1
"MIA","MYR",1
"MCN","XNA",1
"BHM","PFN",1
"LIT","CHS",1
"SBN","CMH",1
"PIH","HDN",1
"LGB","GEG",1
"SHV","RDU",1
"PIA","SDF",1
"GPT","MGM",1
"CPR","CLE",1
"OGD","EKO",1
"BUF","ISP",1
"SHV","SJU",1
"EWR","PNS",1
"CHA","GNV",1
"FAY","DFW",1
"FAR","SFO",1
"TWF","SBA",1
"PIH","PSP",1
"RFD","ASE",1
"SWF","MIA",1
"MFR","SEA",1
"SAT","PFN",1
"TPA","PDX",1
"MCN","GSP",1
"CPR","MSN",1
"JAX","SDF",1
"LNK","PIA",1
"PBI","ORF",1
"DHN","VPS",1
"LEX","OMA",1
"GJT","EUG",1
"LNK","MEM",1
"SAT","PDX",1
"COS","MFR",1
"GJT","RFD",1
"PIA","LEX",1
"OGD","PSP",1
"RIC","DCA",1
"ACT","TXK",1
"IDA","SUN",1
"SBN","OMA",1
"GJT","MKE",1
"SMX","SBA",1
"FLO","ILM",1
"CDC","GJT",1
"RFD","LNK",1
"CPR","OAK",1
"PUB","STL",1
"SPI","MSP",1
"BHM","OMA",1
"MGM","SAT",1
"CPR","ICT",1
"DSM","SEA",1
"DAY","LIT",1
"CHO","DCA",1
"TYR","SJT",1
"TXK","TYR",1
"LNK","MKE",1
"MLI","BOI",1
"SAV","BWI",1
"HDN","GUC",1
"LIT","DCA",1
"CRW","LAN",1
"IND","CHS",1
"MTJ","ELP",1
"JAN","GSO",1
"CIC","RDD",1
"IDA","ORD",1
"RNO","TVL",1
"JAN","HTS",1
"SPI","STL",1
"ABI","SLC",1
"PVD","MDT",1
"FAR","RST",1
"PNS","MEI",1
"AUS","SAV",1
"SHV","PHX",1
"EUG","RDM",1
"RFD","OMA",1
"ABQ","RNO",1
"MCN","ILM",1
"MGM","MOB",1
"IAD","TLH",1
"COS","DSM",1
"RFD","BZN",1
"PVU","SGU",1
"BTR","GSO",1
"IND","ORF",1
"HLN","MSO",1
"CYS","FSD",1
"CID","BNA",1
"SBP","SBA",1
"SBA","IAH",1
"GTR","LFT",1
"MKE","CHS",1
"MFE","HRL",1
"LEX","ATW",1
"CID","AUS",1
"EWR","PIR",1
"OKC","OMA",1
"SWF","ISP",1
"FLL","CAE",1
"CHA","XNA",1
"OTH","MFR",1
"PIA","SAT",1
"ICT","PHL",1
"AUS","DSM",1
"LNK","IND",1
"PVU","SAT",1
"MTJ","SGF",1
"TUL","PSP",1
"IDA","SBA",1
"SJC","ACV",1
"MLI","CWA",1
"DSM","LNK",1
"SHV","PNS",1
"CPR","FSD",1
"PIH","TWF",1
"LNK","MSN",1
"SPI","CMI",1
"LEX","EVV",1
"CHO","PHF",1
"SRQ","SJU",1
"GJT","LWS",1
"IDA","EUG",1
"MTJ","PSC",1
"TUL","AMA",1
"GNV","VLD",1
"TWF","SNA",1
"CAK","XNA",1
"ABQ","JFK",1
"CLL","MLU",1
"PBI","CHS",1
"DAY","MEM",1
"TWF","LWS",1
"MSN","SLC",1
"MYR","SAV",1
"AUS","LIT",1
"SNA","FAT",1
"CYS","MFR",1
"MTJ","COS",1
"MLB","TLH",1
"IND","FWA",1
"MOB","LFT",1
"GRK","ILE",1
"AZO","AVP",1
"IDA","MFR",1
"MLB","GNV",1
"TWF","OKC",1
"BUR","COS",1
"PSP","COS",1
"PBI","BUF",1
"GJT","SJC",1
"BFL","OAK",1
"LAN","LNK",1
"SBA","MFR",1
"SYR","PVD",1
"ABE","IND",1
"OAK","ELP",1
"FLL","GSP",1
"RDU","DSM",1
"MCN","PNS",1
"MSN","LNK",1
"CYS","DEN",1
"SAT","BDL",1
"SHV","DCA",1
"GRR","ATW",1
"PIH","LAS",1
"GTF","GRB",1
"IDA","PIH",1
"SPI","OKC",1
"BTR","AUS",1
"SBN","BTV",1
"CYS","IDA",1
"MSN","PDX",1
"LEX","ROC",1
"SPI","SGF",1
"BLI","GEG",1
"LIT","BHM",1
"CSG","MLU",1
"CLD","SAN",1
"RSW","GNV",1
"MKC","MKE",1
"RFD","AUS",1
"PIH","IAH",1
"PIH","ORD",1
"CMH","OMA",1
"MYR","JFK",1
"COS","LIT",1
"BOI","FCA",1
"BTR","TYS",1
"PSP","ABQ",1
"SHV","AEX",1
"IDA","WYS",1
"GPT","AUS",1
"BTR","CHA",1
"GTF","ONT",1
"BFL","OXR",1
"MKE","MKC",1
"RSW","LAX",1
"ISP","JFK",1
"TXK","MLB",1
"LIT","LGA",1
"EYW","MCN",1
"MLU","SAV",1
"LEX","TYS",1
"EKO","CPR",1
"GRR","SYR",1
"SBN","FSD",1
"MFR","SBP",1
"GNV","JAX",1
"BZN","IDA",1
"IAD","LFT",1
"RAP","BIL",1
"LAN","SYR",1
"XNA","LIT",1
"PVU","DEN",1
"CDC","DEN",1
"DRO","SBA",1
"SNA","MOD",1
"GRB","PIT",1
"EYW","SRQ",1
"AGS","AVL",1
"XNA","AZO",1
"BOS","OKC",1
"SKA","GEG",1
"COS","IND",1
"FSD","COS",1
"ASE","TUL",1
"SHV","DAB",1
"RIC","CAE",1
"SEA","MSY",1
"PSP","BFL",1
"SNA","ABQ",1
"CHA","GRR",1
"CMH","CAE",1
"LNK","COS",1
"MSY","ICT",1
"RST","DSM",1
"ABI","MFE",1
"SBP","MRY",1
"BTR","JAX",1
"SDF","LAX",1
"MKE","CID",1
"SHV","AUS",1
"IND","ROA",1
"BPT","TYR",1
"CPR","FAR",1
"LBF","SLC",1
"RFD","DAY",1
"GRR","PHL",1
"GRR","CMH",1
"COS","SUX",1
"PDX","ICT",1
"SWF","IND",1
"MIA","BUF",1
"FWA","CRW",1
"MFE","ELP",1
"RNO","MOD",1
"ILM","ISO",1
"GSP","FLL",1
"AUS","JAN",1
"MGM","EVV",1
"CEC","RDD",1
"COS","PIT",1
"GJT","OAK",1
"XNA","ATW",1
"MSN","ROA",1
"HSV","MOB",1
"PHL","GRR",1
"ABI","IND",1
"ONT","SMX",1
"SBN","SAV",1
"MLB","ORD",1
"CHA","FNT",1
"JAN","TYS",1
"FSD","BOI",1
"JAN","LIT",1
"ELP","SDF",1
"HPN","SWF",1
"MLB","GSP",1
"MLU","RDU",1
"CYS","BIS",1
"LAX","SDF",1
"MKE","HNL",1
"TXK","LFT",1
"OGD","FCA",1
"ROC","ABE",1
"OMA","OKC",1
"IDA","SGU",1
"HSV","SLC",1
"SAV","ORF",1
"IDA","BOI",1
"ATW","CLT",1
"SBA","RDD",1
"MDT","FLL",1
"SAT","ICT",1
"AVL","TYS",1
"XNA","VPS",1
"PIH","EUG",1
"ICT","CID",1
"GSO","MCI",1
"DFW","MCN",1
"LGA","GPT",1
"PIH","BLI",1
"MFE","MCO",1
"SBN","TUL",1
"MLB","RSW",1
"SAT","SAV",1
"MFR","SMF",1
"CWA","DSM",1
"PFN","PNS",1
"VPS","DHN",1
"AEX","TYS",1
"OAK","PIT",1
"MHT","MDT",1
"FSD","PWM",1
"SBN","LAN",1
"GRR","TYS",1
"FWA","TUL",1
"SAT","JAN",1
"MKC","ABQ",1
"ROC","SWF",1
"ACY","STL",1
"VPS","BHM",1
"COS","MTJ",1
"LEX","BWI",1
"IDA","TUS",1
"IDA","OMA",1
"CHA","ORF",1
"JFK","SAT",1
"CHA","MGM",1
"TWF","GJT",1
"BDL","ORF",1
"MTJ","SBA",1
"PIT","BOI",1
"LGA","AVL",1
"AZO","ABE",1
"TUL","HSV",1
"IAD","MLI",1
"CSG","TLH",1
"DAB","TPA",1
"OGD","RDM",1
"BWI","ACY",1
"GJT","HDN",1
"BTR","HSV",1
"ROC","CMH",1
"AGS","TLH",1
"LGA","TTN",1
"AUS","PBI",1
"RSW","PIE",1
"IND","JAN",1
"CLT","SHV",1
"BDL","SAT",1
"AUS","BTR",1
"BTR","DEN",1
"GNV","MCO",1
"CLD","PSP",1
"FLL","SRQ",1
"AUS","PNS",1
"RCA","SLC",1
"TWF","DSM",1
"CAK","SYR",1
"MIA","ROC",1
"OAK","LBB",1
"DHN","DFW",1
"PWM","RIC",1
"SMX","SBP",1
"IDA","BTM",1
"SNA","CLD",1
"LAN","EWR",1
"TUS","HSV",1
"DAB","GSP",1
"SHV","GPT",1
"GJT","BTM",1
"XNA","TUL",1
"ABI","OAK",1
"LYH","DFW",1
"TWF","ABQ",1
"GJT","IDA",1
"HTS","SAV",1
"PIA","SGF",1
"PHF","DFW",1
"GJT","JAC",1
"CWA","CLE",1
"RFD","CID",1
"AUS","SMF",1
"ELP","MCI",1
"MDW","RST",1
"MKE","LNK",1
"JAN","MGM",1
"BTV","FLL",1
"XNA","STL",1
"BOI","MFR",1
"MGM","MEI",1
"IND","TUL",1
"AZO","BTV",1
"ASE","GJT",1
"HPN","PIA",1
"GSP","FLO",1
"FAR","AZO",1
"MCI","HSV",1
"OGD","SUN",1
"MLI","TYS",1
"PVU","TUL",1
"IND","LEX",1
"OKC","DCA",1
"SBN","FWA",1
"BNA","ROA",1
"LAX","PMD",1
"MSN","BWI",1
"COS","AMA",1
"MTJ","TUL",1
"CSG","PFN",1
"MLI","COS",1
"MSN","CWA",1
"IAD","GRB",1
"SDF","LIT",1
"TYR","ABI",1
"MRY","SJC",1
"GRR","ABE",1
"TUL","COS",1
"STL","LBB",1
"ISP","BUF",1
"RIC","CID",1
"OKC","LEX",1
"PHX","AMA",1
"BTV","RSW",1
"LAS","LAS",1
"BWI","OMA",1
"SMF","SDF",1
"ROC","ROA",1
"GJT","FSD",1
"SBN","MCO",1
"MGM","STX",1
"TOL","CHA",1
"TYR","SHV",1
"CPR","MEM",1
"LNK","MCI",1
"ABE","EWR",1
"HHH","SAV",1
"DSM","ATW",1
"DEN","SYR",1
"LBB","ONT",1
"BOI","RDM",1
"ABQ","DRO",1
"OGD","SLC",1
"IND","ABE",1
"CYS","RAP",1
"GRR","FLL",1
"GRR","FSD",1
"SJU","IND",1
"TVC","FWA",1
"IAD","LIT",1
"SPI","AUS",1
"BHM","AUS",1
"LSE","DBQ",1
"CHA","PIA",1
"YUM","SAN",1
"OGD","DEN",1
"BUF","RIC",1
